Farm_ID,Current_Crop,Farm_Area(acres),Irrigation_Type,Soil_Type,Season,Previous_Crop_1,Previous_Crop_2,Previous_Crop_3,Rotation_Health_Score,Fertilizer_Used(tons),Pesticide_Used(kg),Water_Usage(cubic meters),Yield(tons),Organic_Matter_Content(%),Soil_pH,Chemical_Free_Days,Sustainability_Score,Fertilizer_Category,Pesticide_Category,Current_Fertilizer,Current_Pesticide,Sustainable_Recommendations
F0086,Maize,454.7,Sprinkler,Silty,Zaid,Wheat,Maize,Maize,35.0,7.5,4.7,91261.14,139.84,4.74,6.47,45,16.7,Organic,Organic,Green Manure,Biological Control,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0087,Cotton,367.48,Flood,Sandy,Zaid,Soybean,Soybean,Cotton,55.0,9.55,5.0,95414.61,45.85,3.48,7.45,210,9.46,Chemical,Organic,DAP,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0088,Wheat,302.09,Sprinkler,Clay,Kharif,Soybean,Soybean,Rice,72.5,4.32,1.96,63338.64,60.99,4.41,7.21,133,49.52,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0089,Rice,409.09,Sprinkler,Loamy,Rabi,Wheat,Maize,Legumes,80.0,5.14,3.71,72696.13,106.32,2.73,6.83,123,30.98,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0090,Soybean,187.49,Flood,Clay,Kharif,Rice,Soybean,Maize,72.5,3.42,0.94,45488.24,45.36,4.7,5.77,33,66.04,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0091,Maize,354.23,Rain-fed,Loamy,Rabi,Wheat,Potato,Wheat,52.5,9.84,2.61,33860.15,88.78,1.88,5.63,44,39.16,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0092,Sugarcane,28.0,Rain-fed,Clay,Rabi,Potato,Potato,Sugarcane,35.0,0.5,0.12,3267.36,11.16,1.36,5.69,211,97.58,Chemical,Mixed,Urea,Integrated Pest Management,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0093,Cotton,441.57,Drip,Sandy,Zaid,Wheat,Soybean,Wheat,62.5,10.0,5.0,71623.32,78.64,1.64,7.49,31,11.52,Mixed,Chemical,Urea + Compost,Chemical Fungicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0094,Potato,104.35,Flood,Loamy,Rabi,Maize,Potato,Maize,35.0,1.26,1.8,27855.61,27.66,3.84,7.02,329,71.71,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0095,Wheat,87.75,Sprinkler,Peaty,Zaid,Rice,Rice,Potato,52.5,2.94,0.72,16518.28,24.53,4.43,7.22,315,79.44,Chemical,Organic,MOP,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0096,Potato,208.89,Rain-fed,Loamy,Kharif,Wheat,Maize,Maize,52.5,3.36,2.52,19762.15,55.97,1.03,6.37,102,60.99,Organic,Mixed,Bio-fertilizer,Integrated Pest Management,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0097,Rice,144.06,Manual,Loamy,Kharif,Rice,Wheat,Legumes,62.5,1.61,2.49,36006.68,38.94,3.59,7.05,297,61.32,Chemical,Chemical,DAP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0098,Maize,274.59,Sprinkler,Loamy,Zaid,Soybean,Potato,Wheat,80.0,3.74,1.38,53580.85,103.81,2.98,7.16,30,58.62,Organic,Chemical,Vermicompost,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0099,Tomato,118.12,Flood,Peaty,Zaid,Wheat,Wheat,Maize,52.5,2.63,1.11,37513.12,61.55,4.39,7.32,63,69.59,Chemical,Mixed,NPK,Integrated Pest Management,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0100,Tomato,347.37,Sprinkler,Clay,Kharif,Maize,Tomato,Maize,35.0,7.05,3.34,77632.31,153.63,2.18,5.85,8,26.8,Chemical,Organic,NPK,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0101,Maize,415.77,Flood,Sandy,Rabi,Potato,Wheat,Potato,52.5,6.07,4.66,126177.46,129.7,3.13,6.02,205,16.91,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0102,Wheat,218.77,Drip,Peaty,Kharif,Soybean,Soybean,Rice,72.5,5.91,2.94,28954.36,41.36,1.88,6.35,217,46.19,Organic,Chemical,Compost,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0103,Barley,138.9,Manual,Peaty,Kharif,Maize,Barley,Maize,35.0,3.26,1.65,39000.74,34.79,3.67,7.36,112,62.31,Mixed,Mixed,Urea + Compost,Limited Chemical + Neem,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0104,Rice,185.35,Sprinkler,Loamy,Zaid,Rice,Wheat,Legumes,62.5,4.15,2.15,39770.62,41.73,1.61,5.8,354,54.48,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0105,Rice,312.78,Flood,Peaty,Zaid,Legumes,Legumes,Wheat,72.5,5.09,2.91,95837.2,101.01,4.69,6.77,69,32.69,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0106,Sugarcane,65.33,Flood,Clay,Kharif,Sugarcane,Soybean,Potato,62.5,1.52,0.1,21326.0,26.15,1.75,6.5,135,87.83,Chemical,Mixed,Urea,Limited Chemical + Neem,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0107,Sugarcane,194.66,Drip,Clay,Zaid,Wheat,Potato,Wheat,52.5,4.28,2.22,28342.99,92.81,3.29,6.21,63,57.48,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0108,Tomato,91.23,Sprinkler,Loamy,Rabi,Maize,Tomato,Wheat,52.5,0.5,1.08,17072.97,44.11,3.34,6.69,74,84.84,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0109,Maize,149.77,Flood,Sandy,Rabi,Potato,Potato,Potato,35.0,2.12,0.97,46001.58,52.26,3.74,6.02,105,70.0,Organic,Mixed,Vermicompost,Limited Chemical + Neem,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0110,Tomato,181.0,Rain-fed,Silty,Rabi,Wheat,Tomato,Soybean,62.5,2.59,2.11,17550.9,73.75,1.33,7.45,350,68.02,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0111,Sugarcane,393.03,Drip,Silty,Rabi,Soybean,Soybean,Potato,72.5,8.24,3.91,62739.43,197.39,2.46,6.77,4,24.2,Chemical,Organic,MOP,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0112,Rice,443.46,Flood,Clay,Rabi,Rice,Legumes,Rice,45.0,7.85,3.9,133257.89,124.59,1.76,6.3,156,15.72,Mixed,Mixed,DAP + Vermicompost,Integrated Pest Management,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0113,Maize,485.56,Flood,Silty,Rabi,Potato,Soybean,Potato,62.5,6.78,5.0,148335.19,135.1,2.08,7.27,334,11.05,Chemical,Chemical,Urea,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0114,Rice,447.89,Flood,Silty,Zaid,Legumes,Maize,Rice,62.5,10.0,5.0,140915.01,102.69,1.18,5.55,125,3.9,Chemical,Mixed,MOP,Integrated Pest Management,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0115,Tomato,91.36,Drip,Peaty,Kharif,Soybean,Tomato,Soybean,55.0,1.88,1.19,12058.76,44.82,3.47,6.31,145,80.58,Organic,Chemical,Compost,Chemical Fungicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0116,Cotton,37.21,Drip,Sandy,Zaid,Cotton,Cotton,Cotton,17.5,0.56,0.1,5631.04,7.05,2.54,5.75,195,96.44,Chemical,Chemical,MOP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0117,Potato,183.44,Flood,Peaty,Kharif,Wheat,Soybean,Potato,62.5,5.05,1.22,51309.18,49.69,2.86,5.73,45,56.5,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0118,Rice,108.19,Flood,Clay,Rabi,Rice,Wheat,Legumes,62.5,1.79,1.77,36672.58,34.84,4.53,6.33,260,67.16,Chemical,Mixed,MOP,Limited Chemical + Neem,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0119,Cotton,71.49,Sprinkler,Clay,Zaid,Cotton,Maize,Cotton,35.0,1.16,1.14,14617.47,11.66,4.89,6.19,249,82.38,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0120,Soybean,120.09,Manual,Silty,Rabi,Maize,Rice,Rice,62.5,1.52,1.17,29864.3,18.26,3.0,6.56,171,75.73,Chemical,Chemical,DAP,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0121,Cotton,370.71,Manual,Silty,Rabi,Soybean,Cotton,Cotton,45.0,7.76,5.0,95725.99,48.09,3.55,6.89,277,12.46,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0122,Maize,46.27,Drip,Clay,Zaid,Soybean,Soybean,Potato,72.5,0.5,0.1,8117.22,13.82,4.19,5.69,163,96.34,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0123,Sugarcane,461.03,Flood,Peaty,Kharif,Sugarcane,Sugarcane,Soybean,45.0,10.0,3.16,148950.57,155.98,3.02,6.97,300,14.83,Chemical,Organic,Urea,Herbal Pesticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0124,Barley,239.34,Manual,Silty,Zaid,Potato,Soybean,Barley,62.5,4.21,1.71,59018.47,53.13,2.6,6.74,258,53.0,Mixed,Chemical,NPK + Bio-fertilizer,Chemical Fungicides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0125,Carrot,185.16,Manual,Sandy,Kharif,Maize,Soybean,Soybean,72.5,3.13,2.2,40150.08,71.12,2.61,7.27,115,57.27,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0126,Barley,368.89,Flood,Silty,Kharif,Maize,Barley,Potato,52.5,9.98,2.96,120776.25,89.1,4.0,6.06,192,19.2,Chemical,Organic,MOP,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0127,Potato,399.66,Flood,Sandy,Rabi,Potato,Wheat,Potato,35.0,10.0,3.48,120074.17,93.01,2.56,7.43,124,14.11,Mixed,Chemical,Urea + Compost,Chemical Herbicides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0128,Soybean,423.65,Rain-fed,Clay,Kharif,Rice,Maize,Soybean,72.5,5.84,5.0,42446.37,76.62,2.25,7.46,83,28.82,Chemical,Organic,Urea,Neem Extract,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0129,Tomato,360.78,Rain-fed,Sandy,Kharif,Maize,Soybean,Tomato,62.5,9.61,2.45,35740.22,165.95,4.41,7.13,85,40.02,Mixed,Mixed,DAP + Vermicompost,Limited Chemical + Neem,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0130,Wheat,468.19,Drip,Loamy,Kharif,Rice,Rice,Rice,35.0,10.0,2.98,67622.63,95.89,1.94,5.54,193,24.98,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0131,Rice,241.22,Rain-fed,Clay,Kharif,Maize,Wheat,Maize,52.5,5.54,1.85,20088.75,50.95,2.3,5.81,122,60.02,Organic,Organic,Bio-fertilizer,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0132,Rice,377.92,Manual,Silty,Kharif,Rice,Wheat,Legumes,62.5,4.92,2.77,79260.24,130.52,4.43,7.43,266,36.64,Chemical,Chemical,Urea,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0133,Carrot,233.83,Sprinkler,Silty,Zaid,Soybean,Maize,Soybean,72.5,3.8,2.05,40199.78,61.21,3.3,6.09,233,56.56,Organic,Chemical,Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0134,Tomato,88.49,Manual,Sandy,Zaid,Soybean,Wheat,Soybean,72.5,1.82,0.63,20472.58,31.01,4.44,6.92,334,82.8,Organic,Chemical,Compost,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0135,Maize,400.26,Sprinkler,Clay,Zaid,Wheat,Potato,Maize,52.5,7.96,5.0,67936.73,145.45,1.64,7.16,85,17.09,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0136,Rice,274.92,Sprinkler,Peaty,Zaid,Wheat,Legumes,Maize,80.0,4.46,2.76,62064.56,96.77,3.03,7.33,266,42.11,Chemical,Chemical,Urea,Synthetic Insecticides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0137,Maize,422.77,Manual,Silty,Rabi,Soybean,Wheat,Wheat,62.5,10.0,2.43,109643.93,116.91,1.05,6.29,212,22.85,Chemical,Organic,NPK,Herbal Pesticides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0138,Soybean,86.2,Sprinkler,Loamy,Kharif,Soybean,Soybean,Wheat,65.0,3.07,0.61,16148.07,20.95,3.2,7.03,89,80.24,Organic,Chemical,Green Manure,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0139,Sugarcane,325.14,Rain-fed,Loamy,Zaid,Soybean,Wheat,Sugarcane,62.5,7.43,2.03,36511.27,103.07,4.5,6.9,353,47.69,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0140,Maize,101.61,Rain-fed,Clay,Zaid,Soybean,Potato,Potato,62.5,1.77,0.25,8375.08,41.26,1.51,5.51,279,90.26,Mixed,Chemical,Urea + Compost,Synthetic Insecticides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0141,Sugarcane,154.29,Drip,Sandy,Rabi,Wheat,Wheat,Wheat,35.0,1.44,0.1,18828.1,56.86,2.28,6.23,98,88.92,Mixed,Chemical,NPK + Bio-fertilizer,Synthetic Insecticides,"{'fertilizer': 'NPK + Bio-fertilizer', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0142,Potato,229.1,Drip,Silty,Zaid,Maize,Potato,Maize,35.0,3.88,1.72,35741.49,73.78,3.74,6.09,13,60.85,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0143,Potato,226.52,Flood,Loamy,Zaid,Maize,Potato,Potato,35.0,2.84,2.2,69206.5,62.36,2.67,5.79,340,50.55,Chemical,Mixed,Urea,Integrated Pest Management,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0144,Barley,482.58,Manual,Peaty,Rabi,Maize,Maize,Maize,35.0,4.87,4.8,102231.48,99.72,3.86,6.05,300,22.07,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0145,Barley,45.24,Drip,Loamy,Kharif,Maize,Barley,Maize,35.0,0.5,0.53,8045.01,10.65,2.69,6.79,5,92.95,Mixed,Chemical,DAP + Vermicompost,Chemical Herbicides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0146,Soybean,235.76,Rain-fed,Clay,Zaid,Wheat,Soybean,Maize,72.5,2.8,1.91,27080.63,45.01,2.97,6.48,67,65.83,Chemical,Mixed,NPK,Limited Chemical + Neem,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0147,Potato,412.77,Flood,Sandy,Kharif,Wheat,Soybean,Potato,62.5,10.0,4.1,136849.92,133.53,1.06,7.34,30,9.68,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0148,Barley,49.52,Drip,Sandy,Kharif,Soybean,Maize,Barley,62.5,1.2,0.59,5966.98,12.44,2.76,6.11,261,90.22,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0149,Rice,95.63,Sprinkler,Sandy,Zaid,Rice,Rice,Rice,17.5,1.98,0.59,17042.63,23.37,2.55,6.83,250,83.74,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0150,Carrot,235.76,Sprinkler,Sandy,Zaid,Soybean,Soybean,Maize,72.5,3.37,1.77,39674.58,93.99,4.63,6.18,311,60.72,Mixed,Chemical,Urea + Compost,Synthetic Insecticides,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0151,Barley,339.42,Sprinkler,Sandy,Rabi,Barley,Soybean,Barley,45.0,6.91,2.36,76264.34,49.55,3.16,7.12,111,35.2,Mixed,Mixed,Urea + Compost,Integrated Pest Management,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0152,Barley,283.13,Flood,Peaty,Kharif,Barley,Potato,Barley,35.0,5.17,1.52,83676.14,55.07,2.06,5.98,181,46.12,Mixed,Organic,Urea + Compost,Biological Control,"{'fertilizer': 'Urea + Compost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0153,Tomato,185.13,Rain-fed,Silty,Zaid,Maize,Wheat,Soybean,80.0,5.33,1.39,19378.69,83.26,3.02,7.46,127,64.89,Chemical,Organic,DAP,Neem Extract,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0154,Soybean,76.18,Rain-fed,Clay,Kharif,Wheat,Maize,Soybean,72.5,1.9,0.91,6898.43,14.92,4.33,5.85,110,84.92,Chemical,Organic,Urea,Biological Control,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0155,Carrot,383.78,Sprinkler,Loamy,Kharif,Soybean,Carrot,Soybean,55.0,9.81,4.61,74959.82,143.35,4.93,6.31,279,15.91,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0156,Soybean,20.11,Flood,Loamy,Zaid,Maize,Rice,Wheat,80.0,0.92,0.12,6551.06,2.89,1.42,6.64,284,94.46,Chemical,Chemical,DAP,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0157,Barley,472.87,Sprinkler,Peaty,Rabi,Soybean,Soybean,Maize,72.5,10.0,2.99,100040.44,113.97,2.83,6.95,45,19.41,Organic,Chemical,Green Manure,Chemical Herbicides,"{'fertilizer': 'Green Manure', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0158,Maize,81.49,Sprinkler,Loamy,Kharif,Wheat,Soybean,Maize,62.5,1.47,0.39,15617.26,30.26,2.76,7.38,247,87.55,Chemical,Chemical,NPK,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': '3 months', 'expected_benefit': 'Better water retention'}"
F0159,Maize,274.6,Drip,Sandy,Rabi,Soybean,Soybean,Soybean,65.0,6.16,1.44,40014.2,75.86,2.68,7.13,347,54.55,Chemical,Chemical,MOP,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '6 months', 'expected_benefit': 'Improved soil health'}"
F0160,Tomato,54.7,Flood,Sandy,Zaid,Tomato,Tomato,Maize,35.0,0.53,0.54,16345.57,20.85,2.89,6.63,96,89.02,Chemical,Chemical,NPK,Synthetic Insecticides,"{'fertilizer': 'Compost', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0161,Potato,23.18,Rain-fed,Loamy,Rabi,Potato,Maize,Potato,35.0,1.13,0.1,2678.28,5.24,2.91,7.17,194,95.78,Chemical,Organic,DAP,Herbal Pesticides,"{'fertilizer': 'Vermicompost', 'transition_time': '6 months', 'expected_benefit': 'Better water retention'}"
F0162,Potato,371.53,Sprinkler,Peaty,Rabi,Maize,Wheat,Potato,52.5,6.09,3.18,66320.03,105.28,2.05,6.04,219,32.86,Organic,Chemical,Vermicompost,Chemical Fungicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0163,Rice,324.72,Manual,Silty,Rabi,Wheat,Rice,Wheat,35.0,8.85,4.91,92919.26,123.32,3.32,6.47,239,13.12,Mixed,Chemical,DAP + Vermicompost,Synthetic Insecticides,"{'fertilizer': 'DAP + Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
F0164,Maize,192.1,Rain-fed,Clay,Kharif,Maize,Soybean,Potato,62.5,4.72,1.34,17582.94,82.64,1.06,5.52,150,67.81,Chemical,Chemical,NPK,Chemical Herbicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Enhanced soil microbiome'}"
F0165,Sugarcane,77.25,Sprinkler,Sandy,Kharif,Potato,Wheat,Wheat,52.5,1.16,0.31,16947.09,31.43,2.02,7.06,261,88.7,Chemical,Chemical,MOP,Chemical Fungicides,"{'fertilizer': 'Bio-fertilizer', 'transition_time': '3 months', 'expected_benefit': 'Improved soil health'}"
F0166,Cotton,481.32,Drip,Clay,Kharif,Wheat,Maize,Cotton,52.5,9.34,5.0,80987.81,89.32,1.29,7.39,255,11.67,Organic,Chemical,Vermicompost,Chemical Herbicides,"{'fertilizer': 'Vermicompost', 'transition_time': 'Already sustainable', 'expected_benefit': 'Maintaining good practices'}"
